1;2015-08-10;2015-08-12;385;2015-1216;22;2015-08-12 10:01:41;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
2;2015-08-01;2015-08-13;424;2015-1370;22;2015-08-13 10:12:57;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
3;2015-08-01;2015-08-14;471;2015-1456;22;2015-08-14 11:22:07;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
4;2015-08-01;2015-08-17;485;2015-1489;22;2015-08-17 10:55:38;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
5;2015-08-01;2015-08-17;486;2015-1490;22;2015-08-17 10:57:18;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
6;2015-07-01;2015-08-17;487;2015-1491;22;2015-08-17 11:00:55;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
7;2015-08-01;2015-08-18;501;2015-1525;22;2015-08-18 10:14:12;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
8;2015-08-01;2015-08-24;561;2015-1714;22;2015-08-24 11:37:42;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
9;2015-07-01;2015-08-31;614;2015-1913;22;2015-08-31 09:45:08;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
10;2015-07-01;2015-08-31;615;2015-1914;22;2015-08-31 09:58:52;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
11;2015-07-01;2015-09-04;699;2015-2117;22;2015-09-04 10:42:15;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
12;2015-07-01;2015-09-04;700;2015-2118;22;2015-09-04 10:44:46;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
13;2015-07-01;2015-09-04;701;2015-2119;22;2015-09-04 10:45:31;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
14;2015-07-01;2015-09-11;768;2015-2448;22;2015-09-11 11:15:47;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
15;2015-07-01;2015-09-11;769;2015-2449;22;2015-09-11 11:17:05;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
16;2015-07-01;2015-09-11;770;2015-2450;22;2015-09-11 11:19:29;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
17;2015-07-01;2015-09-18;837;2015-2604;22;2015-09-18 10:43:02;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
18;2015-07-01;2015-09-28;900;2015-2816;22;2015-09-28 10:03:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
19;2015-07-01;2015-09-28;901;2015-2817;22;2015-09-28 10:04:06;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
20;2015-07-01;2015-10-02;944;2015-2989;22;2015-10-02 09:05:33;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
21;2015-07-01;2015-10-05;968;2015-3037;22;2015-10-05 09:29:53;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
22;2015-07-01;2015-10-08;1036;2015-3273;22;2015-10-08 14:06:59;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
23;2015-07-01;2015-10-12;1042;2015-3404;22;2015-10-12 09:46:36;INACTIVO;22;2015-10-12 12:47:30;NULL;NULL;2;NULL;NULL
24;2015-07-01;2015-10-12;1071;2015-3436;22;2015-10-12 17:26:14;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
25;2015-07-01;2015-11-04;1366;2015-4125;22;2015-11-04 10:30:10;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
26;2015-07-01;2015-11-06;1398;2015-4249;22;2015-11-06 16:16:23;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
27;2015-07-01;2015-11-16;1441;2015-4540;22;2015-11-16 09:43:51;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
28;2015-07-01;2015-11-16;1442;2015-4541;22;2015-11-16 09:44:26;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
29;2015-07-01;2015-11-20;1522;2015-4833;22;2015-11-20 09:30:36;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
30;2015-07-01;2015-11-20;1523;2015-4834;22;2015-11-20 09:32:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
31;2015-07-01;2015-11-27;1579;2015-5176;22;2015-11-27 11:11:58;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
32;2015-07-01;2015-11-27;1581;2015-5178;22;2015-11-27 11:19:49;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
33;2015-07-01;2015-12-01;1626;2015-5284;22;2015-12-01 13:13:44;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
34;2015-07-01;2015-12-04;1659;2015-5383;22;2015-12-04 10:22:12;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
35;2015-07-01;2015-12-04;1662;2015-5386;22;2015-12-04 10:27:21;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
36;2015-07-01;2015-12-04;1663;2015-5387;22;2015-12-04 10:27:54;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
37;2015-07-01;2015-12-08;1693;2015-5556;22;2015-12-08 09:48:40;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
38;2015-07-01;2015-12-08;1694;2015-5557;22;2015-12-08 09:50:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
39;2015-07-01;2015-12-08;1695;2015-5558;22;2015-12-08 09:50:51;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
40;2015-07-01;2015-12-11;1750;2015-5898;22;2015-12-11 12:11:01;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
41;2015-07-01;2015-12-11;1753;2015-5903;22;2015-12-11 12:59:18;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
42;2015-07-01;2015-12-11;1754;2015-5904;22;2015-12-11 12:59:39;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
43;2015-07-01;2015-12-14;1762;2015-5920;22;2015-12-14 09:54:47;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
44;2015-07-01;2015-12-17;1805;2015-6136;22;2015-12-17 10:55:52;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
45;2015-07-01;2015-12-17;1806;2015-6137;22;2015-12-17 10:56:14;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
46;2015-07-01;2015-12-18;1818;2015-6168;22;2015-12-18 08:56:17;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
47;2015-07-01;2015-12-23;1869;2015-6370;22;2015-12-23 09:01:37;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
48;2015-07-01;2015-12-23;1870;2015-6371;22;2015-12-23 09:02:13;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
49;2015-07-01;2015-12-26;1907;2015-6437;22;2015-12-23 18:49:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
50;2015-12-23;2015-12-26;1908;2015-6438;22;2015-12-23 18:50:42;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
51;2016-01-01;2016-01-11;1955;2016-70;22;2016-01-11 14:06:55;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
52;2016-01-01;2016-01-11;1956;2016-71;22;2016-01-11 14:26:21;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
53;2016-01-01;2016-01-11;1962;2016-78;22;2016-01-11 15:09:23;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
54;2015-01-01;2016-01-30;1969;2016-88;22;2016-01-11 16:34:55;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
55;2015-07-01;2016-01-11;1970;2016-89;22;2016-01-11 16:36:30;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
56;2016-01-01;2016-01-15;2041;2016-215;22;2016-01-15 09:04:34;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
57;2016-01-01;2016-01-15;2048;2016-234;22;2016-01-15 11:31:57;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
58;2015-01-01;2016-01-18;2081;2016-286;22;2016-01-18 09:07:42;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
59;2015-02-01;2016-01-18;2091;2016-300;22;2016-01-18 10:39:50;INACTIVO;22;2016-01-21 16:53:21;NULL;NULL;2;NULL;NULL
60;2015-12-10;2016-01-21;2107;2016-414;22;2016-01-21 10:06:10;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
61;2015-11-12;2016-01-21;2108;2016-415;22;2016-01-21 10:09:34;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
62;2015-07-01;2016-01-21;2117;2016-437;22;2016-01-21 17:05:40;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
63;2015-12-01;2016-01-22;2121;2016-443;22;2016-01-22 09:11:39;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
64;2015-12-01;2016-01-22;2122;2016-444;22;2016-01-22 09:15:26;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
65;2015-12-01;2016-01-22;2123;2016-445;22;2016-01-22 09:16:05;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
66;2015-12-01;2016-01-29;2170;2016-724;22;2016-01-29 09:26:24;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
67;2015-12-01;2016-01-29;2171;2016-725;22;2016-01-29 09:27:01;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
68;2015-12-01;2016-02-01;2214;2016-807;22;2016-02-01 11:19:13;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
69;2015-12-01;2016-02-01;2215;2016-808;22;2016-02-01 11:33:51;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
70;2015-11-01;2016-02-01;2216;2016-809;22;2016-02-01 11:40:22;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
71;2015-12-12;2016-02-04;2267;2016-961;22;2016-02-04 13:37:26;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
72;2015-12-01;2016-02-05;2284;2016-987;22;2016-02-05 10:09:04;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
73;2015-12-02;2016-02-05;2285;2016-988;22;2016-02-05 10:26:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
74;2015-12-01;2016-02-05;2286;2016-989;22;2016-02-05 10:38:11;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
75;2015-12-11;2016-02-11;2327;2016-1113;28;2016-02-11 09:40:02;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
76;2015-12-01;2016-02-12;2337;2016-1137;28;2016-02-12 09:54:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
77;2015-12-01;2016-02-12;2340;2016-1140;28;2016-02-12 09:58:22;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
78;2015-12-12;2016-02-12;2341;2016-1141;28;2016-02-12 10:01:11;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
79;2015-12-01;2016-02-15;2360;2016-1234;28;2016-02-15 11:50:36;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
80;2015-12-01;2016-02-17;2393;2016-1343;28;2016-02-17 16:24:49;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
81;2016-01-01;2016-02-18;2398;2016-1360;28;2016-02-18 11:35:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
82;2016-01-01;2016-02-19;2413;2016-1404;28;2016-02-19 11:04:21;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
83;2016-01-01;2016-02-19;2414;2016-1405;28;2016-02-19 11:05:05;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
84;2016-01-01;2016-02-19;2415;2016-1406;28;2016-02-19 11:05:59;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
85;2016-01-01;2016-02-19;2416;2016-1407;28;2016-02-19 11:06:55;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
86;2016-01-01;2016-02-22;2427;2016-1434;28;2016-02-22 08:59:02;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
87;2016-01-01;2016-02-22;2431;2016-1440;28;2016-02-22 09:53:52;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
88;2016-01-01;2016-02-22;2432;2016-1441;28;2016-02-22 09:56:29;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
89;2016-01-01;2016-02-26;2500;2016-1753;28;2016-02-26 12:19:11;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
90;2016-01-01;2016-02-26;2501;2016-1754;28;2016-02-26 12:20:22;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
91;2016-01-01;2016-02-26;2502;2016-1755;28;2016-02-26 12:21:20;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
92;2015-12-01;2016-02-27;2503;2016-1759;28;2016-02-26 12:41:47;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
93;2016-01-01;2016-03-04;2627;2016-2061;28;2016-03-04 11:23:58;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
94;2016-01-01;2016-03-04;2628;2016-2062;28;2016-03-04 11:28:01;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
95;2016-01-01;2016-03-04;2629;2016-2063;28;2016-03-04 11:31:22;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
96;2016-01-01;2016-03-04;2630;2016-2064;28;2016-03-04 11:34:32;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
97;2016-01-01;2016-03-04;2631;2016-2065;28;2016-03-04 11:35:11;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
98;2016-01-01;2016-03-04;2632;2016-2066;28;2016-03-04 11:39:40;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
99;2016-01-01;2016-03-05;2633;2016-2067;28;2016-03-04 11:40:56;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
100;2016-01-01;2016-03-10;2687;2016-2253;28;2016-03-10 10:38:49;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
101;2016-01-01;2016-03-11;2698;2016-2335;28;2016-03-11 11:23:48;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
102;2016-01-01;2016-03-11;2699;2016-2337;28;2016-03-11 11:26:53;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
103;2016-01-01;2016-03-11;2700;2016-2338;28;2016-03-11 11:29:45;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
104;2016-01-01;2016-03-11;2701;2016-2339;28;2016-03-11 11:30:52;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
105;2016-01-01;2016-03-15;2749;2016-2471;28;2016-03-15 12:58:12;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
106;2016-01-01;2016-03-18;2785;2016-2584;28;2016-03-18 09:59:58;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
107;2016-03-18;2016-03-18;2786;2016-2585;28;2016-03-18 10:00:59;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
108;2016-03-18;2016-03-18;2787;2016-2586;28;2016-03-18 10:01:48;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
109;2016-02-01;2016-03-18;2788;2016-2590;28;2016-03-18 10:04:20;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
110;2016-03-01;2016-03-22;2802;2016-2653;28;2016-03-22 10:10:04;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
111;2016-02-01;2016-03-22;2803;2016-2654;28;2016-03-22 10:10:41;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
112;2016-03-01;2016-03-22;2805;2016-2659;28;2016-03-22 11:02:59;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
113;2016-02-01;2016-03-28;2899;2016-2881;28;2016-03-28 09:58:25;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
114;2016-01-01;2016-03-28;2900;2016-2882;28;2016-03-28 09:59:08;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
115;2016-03-01;2016-03-30;2935;2016-3071;28;2016-03-30 11:22:24;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
116;2016-01-10;2016-04-01;2989;2016-3249;28;2016-04-01 11:20:22;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
117;2016-01-01;2016-04-01;2990;2016-3250;28;2016-04-01 11:22:13;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
118;2016-01-01;2016-04-08;3054;2016-3497;28;2016-04-08 11:23:28;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
119;2016-01-01;2016-04-08;3055;2016-3498;28;2016-04-08 11:25:34;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
120;2016-01-01;2016-04-08;3056;2016-3499;28;2016-04-08 11:26:36;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
121;2016-04-01;2016-04-08;3057;2016-3500;28;2016-04-08 11:27:25;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
122;2016-01-01;2016-04-08;3058;2016-3501;28;2016-04-08 11:28:11;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
123;2016-04-01;2016-04-08;3059;2016-3502;28;2016-04-08 11:29:49;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
124;2016-04-01;2016-04-08;3061;2016-3504;28;2016-04-08 11:43:33;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
125;2016-01-01;2016-04-13;3090;2016-3696;28;2016-04-13 12:43:08;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
126;2016-01-01;2016-04-13;3091;2016-3697;28;2016-04-13 12:43:51;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
127;2016-01-01;2016-04-13;3092;2016-3698;28;2016-04-13 12:44:26;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
128;2016-01-01;2016-04-14;3135;2016-3783;28;2016-04-14 12:51:10;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
129;2016-01-01;2016-04-14;3136;2016-3784;28;2016-04-14 12:52:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
130;2016-01-01;2016-04-15;3162;2016-3839;28;2016-04-15 13:35:45;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
131;2016-01-01;2016-04-15;3163;2016-3840;28;2016-04-15 13:36:35;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
132;2016-01-01;2016-04-20;3183;2016-3941;28;2016-04-20 10:16:09;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
133;2016-01-01;2016-04-20;3184;2016-3942;28;2016-04-20 10:17:14;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
134;2016-01-01;2016-04-25;3219;2016-4154;28;2016-04-25 10:42:09;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
135;2016-01-01;2016-04-25;3221;2016-4156;28;2016-04-25 11:13:10;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
136;2016-01-01;2016-04-25;3222;2016-4157;28;2016-04-25 11:14:29;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
137;2016-01-01;2016-05-04;3352;2016-4556;28;2016-05-04 09:32:47;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
138;2016-01-01;2016-05-09;3381;2016-4706;28;2016-05-09 11:03:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
139;2016-01-01;2016-05-12;3393;2016-4837;28;2016-05-12 15:19:19;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
140;2016-01-01;2016-05-12;3394;2016-4838;28;2016-05-12 15:22:03;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
141;2016-01-01;2016-05-12;3395;2016-4839;28;2016-05-12 15:23:36;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
142;2016-01-01;2016-05-16;3407;2016-4908;28;2016-05-16 10:26:16;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
143;2016-01-01;2016-05-17;3431;2016-4954;28;2016-05-17 12:09:07;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
144;2016-01-01;2016-05-23;3503;2016-5142;28;2016-05-23 10:54:57;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
145;2016-01-01;2016-05-23;3504;2016-5143;28;2016-05-23 10:56:48;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
146;2016-01-01;2016-06-01;3599;2016-5644;28;2016-06-01 14:47:49;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
147;2016-01-01;2016-12-31;3637;2016-5820;28;2016-06-06 10:50:28;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
148;2016-01-01;2016-12-31;3638;2016-5821;28;2016-06-06 10:54:10;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
149;2016-01-01;2016-12-31;3639;2016-5822;28;2016-06-06 10:55:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
150;2016-01-01;2016-12-31;3640;2016-5823;28;2016-06-06 10:57:04;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
151;2016-01-01;2016-06-10;3680;2016-6064;28;2016-06-10 16:56:56;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
152;2016-01-01;2016-06-10;3681;2016-6065;28;2016-06-10 16:58:28;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
153;2016-01-01;2016-06-10;3682;2016-6066;28;2016-06-10 16:59:50;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
154;2016-01-01;2016-06-13;3688;2016-6094;28;2016-06-13 14:50:41;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
155;2016-01-01;2016-06-13;3689;2016-6096;28;2016-06-13 14:53:45;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
156;2016-06-15;2016-06-28;3816;2016-6694;35;2016-06-28 12:09:27;INACTIVO;25;2017-04-07 12:14:57;NULL;NULL;1;NULL;NULL
157;2016-06-09;2016-06-28;3818;2016-6696;35;2016-06-28 13:57:05;INACTIVO;25;2017-04-07 12:19:56;NULL;NULL;1;NULL;NULL
158;2016-06-08;2016-06-28;3819;2016-6697;35;2016-06-28 14:02:06;INACTIVO;25;2017-04-07 12:19:32;NULL;NULL;1;NULL;NULL
159;2016-06-01;2016-06-28;3820;2016-6698;35;2016-06-28 14:07:16;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
160;2016-06-01;2016-06-28;3821;2016-6699;35;2016-06-28 14:13:03;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
161;2016-06-01;2016-06-28;3822;2016-6700;35;2016-06-28 14:15:41;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
162;2016-07-01;2016-07-04;3890;2016-6902;35;2016-07-04 16:18:38;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
163;2016-07-01;2016-07-11;3982;2016-7140;35;2016-07-11 14:02:52;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
164;2016-07-01;2016-07-14;4020;2016-7302;35;2016-07-14 15:43:56;INACTIVO;25;2017-04-07 12:21:27;NULL;NULL;1;NULL;NULL
165;2016-07-01;2016-07-14;4023;2016-7305;35;2016-07-14 15:44:59;ACTIVO;NULL;NULL;NULL;NULL;2;NULL;NULL
166;2016-07-01;2016-07-14;4024;2016-7306;35;2016-07-14 15:46:00;INACTIVO;25;2017-04-07 12:17:30;NULL;NULL;2;NULL;NULL
167;2016-07-01;2016-07-18;4111;2016-7421;35;2016-07-18 10:15:59;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
168;2016-07-01;2016-07-18;4112;2016-7422;35;2016-07-18 10:17:17;ACTIVO;NULL;NULL;NULL;NULL;1;NULL;NULL
