1;1;1;1;1;2022-01-12 12:07:03;0;INACTIVO
2;1;2;2;1;2022-01-12 12:07:03;0;INACTIVO
3;1;3;3;1;2022-01-12 12:07:03;0;INACTIVO
4;1;4;4;1;2022-01-12 12:07:03;0;INACTIVO
5;1;5;5;1;2022-01-12 12:07:03;0;INACTIVO
6;1;6;6;1;2022-01-12 12:07:03;0;INACTIVO
7;1;7;7;1;2022-01-12 12:07:03;0;INACTIVO
8;1;8;8;1;2022-01-12 12:07:03;0;INACTIVO
9;1;9;9;1;2022-01-12 12:07:03;0;INACTIVO
10;1;10;10;1;2022-01-12 12:07:03;0;INACTIVO
11;1;11;11;1;2022-01-12 12:07:03;0;INACTIVO
12;1;12;12;1;2022-01-12 12:07:03;0;INACTIVO
13;1;13;13;1;2022-01-12 12:07:03;0;INACTIVO
14;1;14;14;1;2022-01-12 12:07:03;0;INACTIVO
15;1;15;15;1;2022-01-12 12:07:03;0;INACTIVO
16;1;16;16;1;2022-01-12 12:07:03;0;INACTIVO
17;1;17;17;1;2022-01-12 12:07:03;0;INACTIVO
18;1;18;18;1;2022-01-12 12:07:03;0;INACTIVO
19;1;19;19;1;2022-01-12 12:07:03;0;INACTIVO
20;1;20;20;1;2022-01-12 12:07:03;0;INACTIVO
21;1;21;21;1;2022-01-12 12:07:03;0;INACTIVO
22;1;22;22;1;2022-01-12 12:07:03;0;INACTIVO
23;1;23;23;1;2022-01-12 12:07:03;0;INACTIVO
24;1;24;24;1;2022-01-12 12:07:03;0;INACTIVO
25;1;25;25;1;2022-01-12 12:07:03;0;INACTIVO
26;1;26;26;1;2022-01-12 12:07:03;0;INACTIVO
27;1;27;27;1;2022-01-12 12:07:03;0;INACTIVO
28;1;28;28;1;2022-01-12 12:07:03;0;INACTIVO
29;1;29;29;1;2022-01-12 12:07:03;0;INACTIVO
30;1;30;30;1;2022-01-12 12:07:03;0;INACTIVO
31;1;31;31;1;2022-01-12 12:07:03;0;INACTIVO
32;1;32;32;1;2022-01-12 12:07:03;0;INACTIVO
33;1;33;33;1;2022-01-12 12:07:03;0;INACTIVO
34;1;34;34;1;2022-01-12 12:07:03;0;INACTIVO
35;1;35;35;1;2022-01-12 12:07:03;0;INACTIVO
36;1;36;36;1;2022-01-12 12:07:03;0;INACTIVO
37;1;37;37;1;2022-01-12 12:07:03;0;INACTIVO
38;1;38;38;1;2022-01-12 12:07:03;0;INACTIVO
39;1;39;39;1;2022-01-12 12:07:03;0;INACTIVO
40;1;40;40;1;2022-01-12 12:07:03;0;INACTIVO
41;1;41;41;1;2022-01-12 12:07:03;0;INACTIVO
42;1;42;42;1;2022-01-12 12:07:03;0;INACTIVO
43;1;43;43;1;2022-01-12 12:07:03;0;INACTIVO
44;1;44;44;1;2022-01-12 12:07:03;0;INACTIVO
45;1;45;45;1;2022-01-12 12:07:03;0;INACTIVO
46;1;46;46;1;2022-01-12 12:07:03;0;INACTIVO
47;1;47;47;1;2022-01-12 12:07:03;0;INACTIVO
48;2;48;48;1;2022-01-12 12:07:03;0;INACTIVO
49;2;49;49;1;2022-01-12 12:07:03;0;INACTIVO
50;2;50;50;1;2022-01-12 12:07:03;0;INACTIVO
51;2;51;51;1;2022-01-12 12:07:03;0;INACTIVO
52;2;52;52;1;2022-01-12 12:07:03;0;INACTIVO
53;2;53;53;1;2022-01-12 12:07:03;0;INACTIVO
54;2;54;54;1;2022-01-12 12:07:03;0;INACTIVO
55;2;55;55;1;2022-01-12 12:07:03;0;INACTIVO
56;2;56;56;1;2022-01-12 12:07:03;0;INACTIVO
57;2;57;57;1;2022-01-12 12:07:03;0;INACTIVO
58;2;58;58;1;2022-01-12 12:07:03;0;INACTIVO
59;2;59;59;1;2022-01-12 12:07:03;0;INACTIVO
60;2;60;60;1;2022-01-12 12:07:03;0;INACTIVO
61;2;61;61;1;2022-01-12 12:07:03;0;INACTIVO
62;2;62;62;1;2022-01-12 12:07:03;0;INACTIVO
63;2;63;63;1;2022-01-12 12:07:03;0;INACTIVO
64;2;64;64;1;2022-01-12 12:07:03;0;INACTIVO
65;2;65;65;1;2022-01-12 12:07:03;0;INACTIVO
66;2;66;66;1;2022-01-12 12:07:03;0;INACTIVO
67;2;67;67;1;2022-01-12 12:07:03;0;INACTIVO
68;2;68;68;1;2022-01-12 12:07:03;0;INACTIVO
69;2;69;69;1;2022-01-12 12:07:03;0;INACTIVO
70;2;70;70;1;2022-01-12 12:07:03;0;INACTIVO
71;2;71;71;1;2022-01-12 12:07:03;0;INACTIVO
72;2;72;72;1;2022-01-12 12:07:03;0;INACTIVO
73;2;73;73;1;2022-01-12 12:07:03;0;INACTIVO
74;2;74;74;1;2022-01-12 12:07:03;0;INACTIVO
75;2;75;75;1;2022-01-12 12:07:03;0;INACTIVO
76;2;76;76;1;2022-01-12 12:07:03;0;INACTIVO
77;2;77;77;1;2022-01-12 12:07:03;0;INACTIVO
78;2;78;78;1;2022-01-12 12:07:03;0;INACTIVO
79;2;79;79;1;2022-01-12 12:07:03;0;INACTIVO
80;2;80;80;1;2022-01-12 12:07:03;0;INACTIVO
81;2;81;81;1;2022-01-12 12:07:03;0;INACTIVO
82;2;82;82;1;2022-01-12 12:07:03;0;INACTIVO
83;2;83;83;1;2022-01-12 12:07:03;0;INACTIVO
84;3;84;84;1;2022-01-12 12:07:03;0;INACTIVO
85;3;85;85;1;2022-01-12 12:07:03;0;INACTIVO
86;3;86;86;1;2022-01-12 12:07:03;0;INACTIVO
87;3;87;87;1;2022-01-12 12:07:03;0;INACTIVO
88;3;88;88;1;2022-01-12 12:07:03;0;INACTIVO
89;3;89;89;1;2022-01-12 12:07:03;0;INACTIVO
90;3;90;90;1;2022-01-12 12:07:03;0;INACTIVO
91;3;91;91;1;2022-01-12 12:07:03;0;INACTIVO
92;3;92;92;1;2022-01-12 12:07:03;0;INACTIVO
93;3;93;93;1;2022-01-12 12:07:03;0;INACTIVO
94;3;94;94;1;2022-01-12 12:07:03;0;INACTIVO
95;3;95;95;1;2022-01-12 12:07:03;0;INACTIVO
96;3;96;96;1;2022-01-12 12:07:03;0;INACTIVO
97;3;97;97;1;2022-01-12 12:07:03;0;INACTIVO
98;3;98;98;1;2022-01-12 12:07:03;0;INACTIVO
99;3;99;99;1;2022-01-12 12:07:03;0;INACTIVO
100;3;100;100;1;2022-01-12 12:07:03;0;INACTIVO
101;3;101;101;1;2022-01-12 12:07:03;0;INACTIVO
102;5;102;102;1;2022-01-12 12:07:03;0;INACTIVO
103;5;103;103;1;2022-01-12 12:07:03;0;INACTIVO
104;5;104;104;1;2022-01-12 12:07:03;0;INACTIVO
105;5;105;105;1;2022-01-12 12:07:03;0;INACTIVO
106;5;106;106;1;2022-01-12 12:07:03;0;INACTIVO
107;5;107;107;1;2022-01-12 12:07:03;0;INACTIVO
108;5;108;108;1;2022-01-12 12:07:03;0;INACTIVO
109;5;109;109;1;2022-01-12 12:07:03;0;INACTIVO
110;5;110;110;1;2022-01-12 12:07:03;0;INACTIVO
111;5;111;111;1;2022-01-12 12:07:03;0;INACTIVO
112;5;112;112;1;2022-01-12 12:07:03;0;INACTIVO
113;5;113;113;1;2022-01-12 12:07:03;0;INACTIVO
114;5;114;114;1;2022-01-12 12:07:03;0;INACTIVO
115;5;115;115;1;2022-01-12 12:07:03;0;INACTIVO
116;6;116;116;1;2022-01-12 12:07:03;0;INACTIVO
117;6;117;117;1;2022-01-12 12:07:03;0;INACTIVO
118;6;118;118;1;2022-01-12 12:07:03;0;INACTIVO
119;6;119;119;1;2022-01-12 12:07:03;0;INACTIVO
120;6;120;120;1;2022-01-12 12:07:03;0;INACTIVO
121;6;121;121;1;2022-01-12 12:07:03;0;INACTIVO
122;6;122;122;1;2022-01-12 12:07:03;0;INACTIVO
123;6;123;123;1;2022-01-12 12:07:03;0;INACTIVO
124;6;124;124;1;2022-01-12 12:07:03;0;INACTIVO
125;6;125;125;1;2022-01-12 12:07:03;0;INACTIVO
126;6;126;126;1;2022-01-12 12:07:03;0;INACTIVO
127;6;127;127;1;2022-01-12 12:07:03;0;INACTIVO
128;6;128;128;1;2022-01-12 12:07:03;0;INACTIVO
129;6;129;129;1;2022-01-12 12:07:03;0;INACTIVO
130;6;130;130;1;2022-01-12 12:07:03;0;INACTIVO
131;6;131;131;1;2022-01-12 12:07:03;0;INACTIVO
132;6;132;132;1;2022-01-12 12:07:03;0;INACTIVO
133;6;133;133;1;2022-01-12 12:07:03;0;INACTIVO
134;6;134;134;1;2022-01-12 12:07:03;0;INACTIVO
