1;0012106;2015-09-23;15:25:00;009874;284;120;;2015-09-24;2015-09-24;VIA DAULE KM 11.5 S/N;ALMACEN MARIA JOSE;7;;0;2015-09-24 15:25:12;23;INACTIVO
2;0011879;2016-06-17;13:03:00;009875;284;1;SDASDASDSA;2016-06-17;2016-06-17;VIA DAULE KM 11.5 S/N;AV. LAS MONJAS # 10 Y AV. CARLOS JULIO A;7;;0;2016-06-17 13:03:00;1;ACTIVO
3;;2016-06-17;13:04:00;;324;1;;;;;;;;0;2016-06-17 13:04:02;1;ACTIVO
4;;2016-09-08;11:18:00;009876;;1;12235465;2016-09-09;2016-09-09;BAGSACORP;LOT. MUCHO LOTE MZ. 2132 SL. 17;9;313;0;2016-09-08 11:18:34;33;ACTIVO
5;0013039;2016-09-08;12:24:00;009877;421;1;;2016-10-12;2016-10-12;VIA DAULE KM 11.5 S/N;CDLA. LA FAE AV. CARLOS LUIS PLAZA DAÑIN;10;;0;2016-09-08 12:24:12;33;ACTIVO
6;0013122;2016-10-14;16:51:00;011261;449;1;;2016-10-14;2016-10-14;BAGSACORP;TENGUEL;10;;0;2016-10-14 16:51:59;39;ACTIVO
7;0013121;2016-10-14;16:57:00;011262;204;1;;2016-10-14;2016-10-14;BAGSACORP;BUENAVISTA;10;;0;2016-10-14 16:57:34;39;ACTIVO
8;0013123;2016-10-14;17:10:00;011263;432;1;;2016-10-14;2016-10-14;BAGSACORP;GUAYAQUIL;11;;0;2016-10-14 17:10:55;39;ACTIVO
9;0013124;2016-10-17;16:52:00;011266;28;1;;2016-10-18;2016-10-18;BAGSACORP;VERGEL;10;;0;2016-10-17 16:52:20;39;ACTIVO
10;0013125;2016-10-17;17:53:00;011267;305;1;;2016-10-18;2016-10-18;BAGSACORP;ISLA BEJUCAL;10;;0;2016-10-17 17:53:14;39;ACTIVO
11;0013126;2016-10-17;18:24:00;011268;264;1;;2016-10-18;2016-10-18;BAGSACORP;BABAHOYO;10;;0;2016-10-17 18:24:16;39;ACTIVO
12;0013127;2016-10-18;15:25:00;011269;453;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. BIOAGRO;10;;0;2016-10-18 15:25:06;39;ACTIVO
13;0013128;2016-10-18;15:31:00;011270;434;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. DESESU;10;;0;2016-10-18 15:31:45;39;ACTIVO
14;0013129;2016-10-18;15:38:00;011271;454;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. LONGDAY;10;;0;2016-10-18 15:38:54;39;ACTIVO
15;0013130;2016-10-18;15:43:00;011272;452;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. PESTIG;10;;0;2016-10-18 15:43:06;39;ACTIVO
16;0013131;2016-10-18;15:48:00;011273;433;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. CARFEDI;10;;0;2016-10-18 15:48:08;39;INACTIVO
17;0013132;2016-10-18;15:54:00;011274;427;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. ARVECOR;10;;0;2016-10-18 15:54:48;39;INACTIVO
18;0013133;2016-10-18;16:17:00;011276;433;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. CARFEDI;10;;0;2016-10-18 16:17:38;39;ACTIVO
19;0013134;2016-10-18;16:21:00;011277;427;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. ARVECOR;10;;0;2016-10-18 16:21:11;39;ACTIVO
20;0013135;2016-10-18;16:26:00;011278;435;1;;2016-10-18;2016-10-18;BAGSACORP;AGRIC. FREDNERS;9;;0;2016-10-18 16:26:35;39;ACTIVO
21;0013137;2016-10-19;17:22:00;011279;269;1;;2016-10-20;2016-10-20;BAGSACORP;PUEBLO VIEJO;10;;0;2016-10-19 17:22:30;39;ACTIVO
22;0013138;2016-10-19;17:26:00;011280;269;1;;2016-10-20;2016-10-20;BAGSACORP;SAN JUAN;10;;0;2016-10-19 17:26:40;39;ACTIVO
23;0013139;2016-10-19;17:35:00;011281;181;1;;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;;0;2016-10-19 17:35:15;39;ACTIVO
24;0013140;2016-10-19;17:40:00;011282;181;1;;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;;0;2016-10-19 17:40:28;39;INACTIVO
25;0013141;2016-10-19;17:59:00;011283;181;1;;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;;0;2016-10-19 17:59:49;39;ACTIVO
26;0013142;2016-10-20;18:19:00;011284;458;1;;2016-10-21;2016-10-21;BAGSACORP;PUERTO INCA;10;;0;2016-10-20 18:19:28;39;ACTIVO
27;0013143;2016-10-20;18:40:00;011285;296;1;;2016-10-21;2016-10-21;BAGSACORP;NARANJAL;10;;0;2016-10-20 18:40:11;39;ACTIVO
28;0013144;2016-10-20;19:01:00;011286;96;1;;2016-10-21;2016-10-21;BAGSACORP;PUEBLO VIEJO;10;;0;2016-10-20 19:01:20;39;ACTIVO
29;;2016-10-24;13:34:00;011289;405;1;;2016-10-24;2016-10-24;BAGSACORP;VIA DAULE KM 22;10;;0;2016-10-24 13:34:02;39;ACTIVO
30;0013146;2016-10-24;14:20:00;011290;31;1;;2016-10-25;2016-10-25;BAGSACORP;VIA PASAJE;10;;0;2016-10-24 14:20:45;39;ACTIVO
31;0013147;2016-10-24;17:29:00;011291;113;1;;2016-10-25;2016-10-25;BAGSACORP S.A.;CITERA VIA DAULE;6;;0;2016-10-24 17:29:13;39;ACTIVO
32;;2016-10-26;14:48:00;011293;405;1;;2016-10-27;2016-10-27;BAGSACORP;TIERRA VERDE-QUEVEDO;10;;0;2016-10-26 14:48:08;39;ACTIVO
33;0013149;2016-10-26;14:59:00;011294;295;1;;2016-10-27;2016-10-27;BAGSACORP;SAN JUAN;10;;0;2016-10-26 14:59:23;39;ACTIVO
34;0013150;2016-10-26;15:17:00;011295;24;1;;2016-10-27;2016-10-27;BAGSACORP;SAN JUAN - BABAHOYO;10;;0;2016-10-26 15:17:38;39;ACTIVO
35;0013154;2016-10-27;11:16:00;011297;288;1;;2016-10-27;2016-10-27;BAGSACORP;GUAYAQUIL;6;;0;2016-10-27 11:16:55;39;INACTIVO
36;0013155;2016-10-28;08:20:00;011298;245;1;;2016-10-28;2016-10-28;BAGSACORP;BUENA VISTA;10;;0;2016-10-28 08:20:39;39;INACTIVO
37;0013156;2016-10-28;08:26:00;011299;245;1;;2016-10-28;2016-10-28;BAGSACORP;BUENA VISTA;10;;0;2016-10-28 08:26:16;39;ACTIVO
38;;2016-10-28;08:31:00;011300;12;1;;2016-10-28;2016-10-28;BAGSACORP;DURAN;10;;0;2016-10-28 08:31:30;39;ACTIVO
39;;2016-10-28;08:32:00;011302;15;1;;2016-10-28;2016-10-28;BAGSACORP;DURAN;10;;0;2016-10-28 08:32:44;39;ACTIVO
40;;2016-10-28;08:34:00;011303;214;1;;2016-10-28;2016-10-28;BAGSACORP;EL TRIUNFO;10;;0;2016-10-28 08:34:37;39;ACTIVO
41;0013160;2016-10-31;09:31:00;011305;243;1;;2016-10-31;2016-10-31;BAGSACORP;TRIUNFO HCDA CATAY;10;;0;2016-10-31 09:31:45;39;ACTIVO
42;0013162;2016-11-01;16:32:00;011306;441;1;;2016-11-01;2016-11-01;BAGSACORP;HCDA SAN MIGUEL;10;;0;2016-10-31 16:32:16;39;ACTIVO
43;0013163;2016-11-01;16:44:00;011307;28;1;;2016-11-01;2016-11-01;BAGSACORP;VERGEL;10;;0;2016-10-31 16:44:57;39;ACTIVO
44;0013164;2016-11-01;17:07:00;011308;256;1;;2016-11-01;2016-11-01;BAGSACORP;BABA HCDA MANUEL G.;10;;0;2016-10-31 17:07:25;39;ACTIVO
45;0013165;2016-10-27;17:29:00;011297;288;1;;2016-10-27;2016-10-27;BAGSACORP;AV LAS MONJAS NO.10 Y AV CARLOS JULIO A;6;;0;2016-10-31 17:29:33;39;ACTIVO
46;0013167;2016-11-07;12:50:00;011309;331;1;;2016-11-07;2016-11-07;BAGSACORP;VIA DAULE KM 25;10;;0;2016-11-07 12:50:15;39;ACTIVO
47;0013168;2016-11-07;16:35:00;011311;459;1;;2016-11-08;2016-11-08;BAGSACORP;PUEBLO VIEJO;10;;0;2016-11-07 16:35:15;39;ACTIVO
48;0013169;2016-11-07;18:18:00;013169;24;1;;2016-11-08;2016-11-08;BAGSACORP;SAN JUAN BABAHOYO;10;;0;2016-11-07 18:18:30;39;ACTIVO
49;;2016-11-08;14:40:00;011315;284;1;;2016-11-08;2016-11-08;BAGSACORP;GYE ALMACEN MA JOSE;6;;0;2016-11-08 14:40:51;39;ACTIVO
50;0013171;2016-11-09;08:51:00;011316;37;1;;2016-11-09;2016-11-09;BAGSACORP;PASAJE;10;;0;2016-11-09 08:51:05;39;ACTIVO
51;0013172;2016-11-10;17:12:00;011318;96;1;;2016-11-10;2016-11-10;BAGSACORP;PUEBLO VIEJO;10;;0;2016-11-09 17:12:19;39;INACTIVO
52;0013173;2016-11-10;17:27:00;011319;269;1;;2016-11-10;2016-11-10;BAGSACORP;HCDA SAN MIGUEL;10;;0;2016-11-09 17:27:04;39;ACTIVO
53;0013174;2016-11-10;17:34:00;011320;269;1;;2016-11-10;2016-11-10;BAGSACORP;HCDA SANTA ELENA;10;;0;2016-11-09 17:34:14;39;ACTIVO
54;0013175;2016-11-10;17:44:00;011321;270;1;;2016-11-10;2016-11-10;BAGSACORP;HCDA SUSANA;10;;0;2016-11-09 17:44:34;39;ACTIVO
55;;2016-11-10;08:53:00;011322;264;1;SE ENVIA ZUNCHO VERDE DE 9KG 2000 MTRS EN REEMPLAZO DE 8KG 1600 MTRS POR UNICA VEZ;2016-11-10;2016-11-10;BAGSACORP;SAN JUAN/BABAHOYO;10;;0;2016-11-10 08:53:54;39;INACTIVO
56;;2016-11-10;08:58:00;011323;232;1;TRANSFERENCIA DE BODEGA GENERAL A SAN JUAN;2016-11-10;2016-11-10;BAGSACORP;SAN JUAN;10;;0;2016-11-10 08:58:59;39;INACTIVO
57;;2016-11-11;17:04:00;011325;232;1;TRANSFERENCIA DE BODEGA GENERAL A BODEGA SAN JUAN;2016-11-11;2016-11-11;BAGSACORP;SAN JUAN;10;;0;2016-11-10 17:04:50;39;ACTIVO
58;;2016-11-11;17:14:00;011326;232;1;TRANSFERENCIA DE BODEGA GENERAL A BODEGA SAN JUAN;2016-11-11;2016-11-11;BAGSACORP;SAN JUAN;10;;0;2016-11-10 17:14:20;39;ACTIVO
59;0013177;2016-11-11;18:24:00;011327;264;1;SE VENDIO ZUNCHO DE 9KG PARA COMPLETAR PEDIDO POR UNICA VEZ;2016-11-11;2016-11-11;BAGSACORP;HCDA SANTA RITA SAN JUAN;10;;0;2016-11-10 18:24:15;39;INACTIVO
60;0013178;2016-11-11;18:31:00;011328;405;1;;2016-11-11;2016-11-11;BAGSACORP;TIERRA VERDE CEDRALES;10;;0;2016-11-10 18:31:46;39;ACTIVO
61;0013179;2016-11-11;18:40:00;011329;405;1;;2016-11-11;2016-11-11;BAGSACORP;TIERRA VERDE ALEGRIA;10;;0;2016-11-10 18:40:46;39;ACTIVO
62;0013180;2016-11-11;18:46:00;011330;405;1;;2016-11-11;2016-11-11;BAGSACORP;BIRMANIA TIERRA VERDE;10;;0;2016-11-10 18:46:10;39;ACTIVO
63;0013158;2016-11-11;11:54:00;011327;264;1;;2016-11-11;2016-11-11;BAGSACORP;HCDA SANTA RITA;10;;0;2016-11-14 11:54:59;39;ACTIVO
64;0013181;2016-11-15;15:30:00;011335;96;1;;2016-11-15;2016-11-15;BAGSACORP;PUEBLO VIEJO;10;;0;2016-11-14 15:30:26;39;ACTIVO
65;;2016-11-15;16:47:00;011336;232;1;TRANSFERENCIA A BODEGA SAN JUAN DESDE BODEGA GENERAL;2016-11-15;2016-11-15;BAGSACORP;SAN JUAN;10;;0;2016-11-14 16:47:17;39;ACTIVO
66;0013185;2016-11-16;09:34:00;011337;415;1;;2016-11-16;2016-11-16;BAGSACORP;AV FCO DE ORELLANA;10;;0;2016-11-16 09:34:13;39;ACTIVO
67;0013186;2016-11-16;10:02:00;011338;100;1;;2016-11-16;2016-11-16;BAGSACORP;AV. FCO DE ORELLANA;10;;0;2016-11-16 10:02:08;39;ACTIVO
68;0013187;2016-11-16;10:11:00;011339;321;1;;2016-11-16;2016-11-16;BAGSACORP;AV. FCO. DE ORELLANA;10;;0;2016-11-16 10:11:19;39;ACTIVO
69;0013188;2016-11-17;17:04:00;011340;181;1;;2016-11-17;2016-11-17;BAGSACORP;HCDA NUEVO PORVENIR;10;;0;2016-11-16 17:04:49;39;ACTIVO
70;0013189;2016-11-17;17:17:00;011341;181;1;;2016-11-17;2016-11-17;BAGSACORP;HCDA LAURA ISABELLA;10;;0;2016-11-16 17:17:18;39;ACTIVO
71;0013190;2016-11-17;17:37:00;011342;405;1;;2016-11-17;2016-11-17;BAGSACORP;TIERRA VERDE;10;;0;2016-11-16 17:37:56;39;ACTIVO
72;0013191;2016-11-17;17:57:00;011343;28;1;;2016-11-17;2016-11-17;BAGSACORP;KM 7.5 VIA QUEVEDO-VALENCIA;10;;0;2016-11-16 17:57:11;39;ACTIVO
73;0013192;2016-11-17;18:05:00;011344;405;1;;2016-11-17;2016-11-17;BAGSACORP;TIERRA VERDE;10;;0;2016-11-16 18:05:36;39;ACTIVO
74;0013193;2016-11-18;10:23:00;011345;31;1;;2016-11-18;2016-11-18;BAGSACORP;VIA PASAJE;10;;0;2016-11-17 10:23:07;39;ACTIVO
75;0013194;2016-11-18;10:30:00;011346;107;1;;2016-11-18;2016-11-18;BAGSACORP;VIA SANTA ROSA;10;;0;2016-11-17 10:30:47;39;ACTIVO
76;0013195;2016-11-18;10:55:00;011347;331;1;;2016-11-18;2016-11-18;BAGSACORP;EL TRIUNFO;10;;0;2016-11-17 10:55:37;39;ACTIVO
77;0013196;2016-11-18;14:26:00;011348;438;1;;2016-11-18;2016-11-18;BAGSACORP;EL ORO;10;;0;2016-11-17 14:26:57;39;ACTIVO
78;;2016-11-17;16:31:00;011349;284;1;;2016-11-17;2016-11-17;BAGSACORP;ALMAC MA. JOSE;6;;0;2016-11-17 16:31:30;39;ACTIVO
79;;2016-11-22;08:46:00;011353;460;1;MUESTRAS DE ZUNCHO SRA. PATRICIA;2016-11-22;2016-11-22;BAGSACORP;VIA CHILITOMO;10;;0;2016-11-22 08:46:13;39;ACTIVO
80;0013199;2016-11-22;10:29:00;011354;420;1;;2016-11-22;2016-11-22;BAGSACORP;QUEVEDO KM 2.5 VIA BABA;10;;0;2016-11-22 10:29:15;39;ACTIVO
81;;2016-11-22;10:55:00;011355;295;1;;2016-11-22;2016-11-22;BAGSACORP;SAN JUAN;10;;0;2016-11-22 10:55:22;39;ACTIVO
82;;2016-11-22;11:00:00;011356;232;1;;2016-11-22;2016-11-22;BAGSACORP;SAN JUAN;10;;0;2016-11-22 11:00:56;39;ACTIVO
