1;1;9;5173;2;2019-10-02;ZUNAMA5K850;516.8;2.4;261.501;0;144;1;NULL;NULL;1200;12;0;9:51:00;;0;100;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;INACTIVO
2;1;9;5174;2;2019-10-02;ZUNNAR5K850;154.25;2.06;46.275;0;37.08;1;NULL;NULL;309;12;0;9:51:00;;0;30;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;INACTIVO
3;2;9;5175;2;2019-10-02;ZUNAZU5K850;2074.28;2.98;1147.077;0;715.2;1;NULL;NULL;5960;12;0;11:10:00;;0;400;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
4;2;9;5176;2;2019-10-02;ZUNAZU5K850;310.5;2.98;171.706;100;0;1;NULL;NULL;0;12;894;11:10:00;;0;60;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
5;3;9;5177;2;2019-10-02;ZUNAZU5K850;2044.19;2.98;1130.437;0;715.2;1;NULL;NULL;5960;12;0;15:13:00;;0;400;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
6;3;9;5178;2;2019-10-02;ZUNAZU5K850;308.93;2.98;170.838;100;0;1;NULL;NULL;0;12;894;15:13:00;;0;60;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
7;4;9;5179;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;NULL;NULL;4470;12;0;15:25:00;;0;300;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;INACTIVO
8;4;9;5180;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;NULL;NULL;0;12;685.4;15:25:00;;0;46;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;INACTIVO
9;5;9;5185;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;NULL;NULL;4470;12;0;15:37:00;;0;300;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;INACTIVO
10;5;9;5186;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;NULL;NULL;0;12;670.5;15:37:00;;0;45;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;INACTIVO
11;6;9;5187;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;NULL;NULL;4470;12;0;15:40:00;;0;300;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;ACTIVO
12;6;9;5188;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;NULL;NULL;0;12;670.5;15:40:00;;0;45;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;ACTIVO
13;7;9;5189;2;2019-10-02;ZUNAZU5K850;1057.14;2.98;584.598;0;357.6;1;NULL;NULL;2980;12;0;16:11:00;;0;200;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;ACTIVO
14;7;9;5190;2;2019-10-02;ZUNAZU5K850;154.92;2.98;85.671;100;0;1;NULL;NULL;0;12;447;16:11:00;;0;30;3;4.7;5.3;4.7;5;default.png;2021-12-27 12:00:00;ACTIVO
15;8;9;5191;2;2019-10-02;ZUNAMA5K850;617.79;3.38;312.602;0;243.36;1;NULL;NULL;2028;12;0;16:28:00;;0;120;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
16;9;9;5192;2;2019-10-02;ZUNAMA5K850;102.5;3.38;51.865;0;40.56;1;NULL;NULL;338;12;0;16:35:00;;0;20;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
17;10;9;5193;2;2019-10-02;ZUNAMA5K850;102.95;3.38;52.093;0;40.56;1;NULL;NULL;338;12;0;16:45:00;;0;20;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
18;11;9;5194;2;2019-10-02;ZUNAMA5K850;205.15;3.38;103.806;0;81.12;1;NULL;NULL;676;12;0;16:50:00;;0;40;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
19;12;9;5195;2;2019-10-02;ZUNAMA5K850;207.1;3.38;104.793;0;81.12;1;NULL;NULL;676;12;0;17:14:00;;0;40;3;4.8;5.2;4.8;5;default.png;2021-12-27 12:00:00;ACTIVO
