1;0000001;9;5173;2;2019-10-02;ZUNAMA5K850;516.8;2.4;261.501;0;144;1;1;0;1200;12;0;09:51:00;;0;100;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;INACTIVO
2;0000001;9;5174;2;2019-10-02;ZUNNAR5K850;154.25;2.06;46.275;0;37.08;1;1;0;309;12;0;09:51:00;;0;30;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;INACTIVO
3;0000002;9;5175;2;2019-10-02;ZUNAZU5K850;2074.28;2.98;1147.077;0;715.2;1;1;0;5960;12;0;11:10:00;;0;400;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
4;0000002;9;5176;2;2019-10-02;ZUNAZU5K850;310.5;2.98;171.706;100;0;1;1;0;0;12;894;11:10:00;;0;60;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
5;0000003;9;5177;2;2019-10-02;ZUNAZU5K850;2044.19;2.98;1130.437;0;715.2;1;1;0;5960;12;0;15:13:00;;0;400;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
6;0000003;9;5178;2;2019-10-02;ZUNAZU5K850;308.93;2.98;170.838;100;0;1;1;0;0;12;894;15:13:00;;0;60;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
7;0000004;9;5179;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;1;0;4470;12;0;15:25:00;;0;300;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;INACTIVO
8;0000004;9;5180;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;1;0;0;12;685.4;15:25:00;;0;46;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;INACTIVO
9;0000005;9;5185;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;1;0;4470;12;0;15:37:00;;0;300;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;INACTIVO
10;0000005;9;5186;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;1;0;0;12;670.5;15:37:00;;0;45;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;INACTIVO
11;0000006;9;5187;2;2019-10-02;ZUNAZU5K850;1542.74;2.98;853.135;0;536.4;1;1;0;4470;12;0;15:40:00;;0;300;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
12;0000006;9;5188;2;2019-10-02;ZUNAZU5K850;230.7;2.98;127.577;100;0;1;1;0;0;12;670.5;15:40:00;;0;45;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
13;0000007;9;5189;2;2019-10-02;ZUNAZU5K850;1057.14;2.98;584.598;0;357.6;1;1;0;2980;12;0;16:11:00;;0;200;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
14;0000007;9;5190;2;2019-10-02;ZUNAZU5K850;154.92;2.98;85.671;100;0;1;1;0;0;12;447;16:11:00;;0;30;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
15;0000008;9;5191;2;2019-10-02;ZUNAMA5K850;617.79;3.38;312.602;0;243.36;1;1;0;2028;12;0;16:28:00;;0;120;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
16;0000009;9;5192;2;2019-10-02;ZUNAMA5K850;102.5;3.38;51.865;0;40.56;1;1;0;338;12;0;16:35:00;;0;20;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
17;0000010;9;5193;2;2019-10-02;ZUNAMA5K850;102.95;3.38;52.093;0;40.56;1;1;0;338;12;0;16:45:00;;0;20;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
18;0000011;9;5194;2;2019-10-02;ZUNAMA5K850;205.15;3.38;103.806;0;81.12;1;1;0;676;12;0;16:50:00;;0;40;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
19;0000012;9;5195;2;2019-10-02;ZUNAMA5K850;207.1;3.38;104.793;0;81.12;1;1;0;676;12;0;17:14:00;;0;40;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
20;0000013;9;5196;2;2019-10-03;ZUNAMA5K850;515.38;3.38;260.782;0;202.8;1;1;0;1690;12;0;12:03:00;;0;100;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
21;0000014;9;5198;2;2019-10-03;ZUNPLA00002;40;2.2;54;0;10.56;1;1;0;88;12;0;12:32:00;;0;8;3;0;5;5;5;default.png;2021-12-27 12:00:00;ACTIVO
22;0000015;9;5200;2;2019-10-03;ZUNVER5KG85;518.28;3.18;206.275;0;190.8;1;1;0;1590;12;0;15:22:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;INACTIVO
23;0000016;9;5201;2;2019-10-07;ZUNAMA5K850;463.64;3.58;234.602;0;193.32;1;1;0;1611;12;0;15:34:00;;0;90;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
24;0000017;9;5202;2;2019-10-07;ZUNAZU5K850;506.55;3.18;280.122;0;190.8;1;1;0;1590;12;0;15:43:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;INACTIVO
25;0000018;9;5203;2;2019-10-07;ZUNVER5KG85;512.41;3.6;203.939;0;216;1;1;0;1800;12;0;15:57:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
26;0000019;9;5208;2;2019-10-10;ZUNAZU5K850;154.51;3.18;85.444;0;57.24;1;1;0;477;12;0;15:17:00;;0;30;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
27;0000020;9;5209;2;2019-10-10;ZUNAZU5K850;51.71;3.18;28.596;0;19.08;1;1;0;159;12;0;15:24:00;;0;10;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
28;0000021;9;5210;2;2019-10-10;ZUNAZU5K850;258.54;3.18;142.973;0;95.4;1;1;0;795;12;0;15:29:00;;0;50;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
29;0000022;9;5211;2;2019-10-10;ZUNAZU5K850;258.55;3.18;142.978;0;95.4;1;1;0;795;12;0;15:34:00;;0;50;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
30;0000023;9;5212;2;2019-10-10;ZUNAZU5K850;516.89;3.18;285.84;0;190.8;1;1;0;1590;12;0;15:44:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
31;0000024;9;5213;2;2019-10-10;ZUNAZU5K850;773.56;3.18;427.779;0;286.2;1;1;0;2385;12;0;15:59:00;;0;150;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
32;0000025;9;5214;2;2019-10-10;ZUNAZU5K850;516.92;2.98;285.857;0;178.8;1;1;0;1490;12;0;16:04:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
33;0000026;9;5215;2;2019-10-10;ZUNAZU5K850;206.55;2.98;114.222;0;71.52;1;1;0;596;12;0;16:24:00;;0;40;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
34;0000027;9;5216;2;2019-10-10;ZUNAMA5K850;155.58;3.38;78.723;0;60.84;1;1;0;507;12;0;16:40:00;;0;30;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
35;0000028;9;5217;2;2019-10-10;ZUNAMA5K850;155.58;3.38;78.723;0;60.84;1;1;0;507;12;0;16:47:00;;0;30;3;0;4.8;5.2;5;default.png;2021-12-27 12:00:00;ACTIVO
36;0000029;9;5218;2;2019-10-11;ZUNAZU5K850;1031.83;2.98;570.602;0;357.6;1;1;0;2980;12;0;10:55:00;;0;200;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
37;0000029;9;5219;2;2019-10-11;ZUNAZU5K850;155.14;2.98;85.792;100;0;1;1;0;0;12;447;10:55:00;;0;30;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
38;0000030;9;5220;2;2019-10-11;ZUNAZU5K850;1549.35;2.98;856.791;0;536.4;1;1;0;4470;12;0;11:18:00;;0;300;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
39;0000030;9;5221;2;2019-10-11;ZUNAZU5K850;231.95;2.98;128.268;100;0;1;1;0;0;12;670.5;11:18:00;;0;45;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
40;0000031;9;5222;2;2019-10-11;ZUNCELE0001;1834.95;1.611111111;1534.018;0;348;1;1;0;2900;12;0;16:20:00;;0;200;3;0;8.8;9.5;9;default.png;2021-12-27 12:00:00;ACTIVO
41;0000032;9;5223;2;2019-10-14;ZUNAZU5K850;2282.44;2.98;997.426;0;786.72;1;1;0;6556;12;0;16:36:00;;0;440;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
42;0000033;9;5224;2;2019-10-14;ZUNAZU5K850;207.04;2.98;90.476;0;71.52;1;1;0;596;12;0;16:50:00;;0;40;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
43;0000034;9;5225;2;2019-10-14;ZUNVER5KG85;518.28;3.18;167.404;0;190.8;1;1;0;1590;12;0;09:02:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
44;0000035;9;5226;2;2019-10-15;ZUNAZU5K850;1030.87;2.98;408.225;0;357.6;1;1;0;2980;12;0;16:49:00;;0;200;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
45;0000035;9;5227;2;2019-10-15;ZUNAZU5K850;155.48;2.98;61.57;100;0;1;1;0;0;12;447;16:49:00;;0;30;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
46;0000036;9;5228;2;2019-10-15;ZUNAZU5K850;1546.09;2.98;612.252;0;536.4;1;1;0;4470;12;0;16:57:00;;0;300;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
47;0000036;9;5229;2;2019-10-15;ZUNAZU5K850;232.68;2.98;92.141;100;0;1;1;0;0;12;670.5;16:57:00;;0;45;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
48;0000037;9;5230;2;2019-10-15;ZUNVER5KG85;1537.22;2.7;388.917;0;486;1;1;0;4050;12;0;17:06:00;;0;300;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;INACTIVO
49;0000038;9;5231;2;2019-10-15;ZUNAZU5K850;516.29;2.6;204.451;0;156;1;1;0;1300;12;0;17:13:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
50;0000039;9;5232;2;2019-10-15;ZUNAZU5K850;775.06;2.6;306.924;0;234;1;1;0;1950;12;0;17:23:00;;0;150;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
51;0000040;9;5233;2;2019-10-15;ZUNAZU5K850;515.72;2.6;204.225;0;156;1;1;0;1300;12;0;17:29:00;;0;100;3;0;4.7;5.3;5;default.png;2021-12-27 12:00:00;ACTIVO
